trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
607,False,"{'a': 0.9, 'e': 0.544983369207548}",20,14,-3.312769470171042,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.5444386582392171}",20,0,-99.6397645827436,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
609,False,"{'a': 0.9, 'e': 0.5438944917095899}",20,0,-17.450117892118516,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
610,False,"{'a': 0.9, 'e': 0.5433508690744998}",30,10,-45.239760539371,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
611,False,"{'a': 0.9, 'e': 0.542807789790324}",20,6,-128.1268980510296,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
612,False,"{'a': 0.9, 'e': 0.5422652533139832}",20,6,-5.581553524571469,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.541723259102941}",30,0,-6.676220012763229,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
614,False,"{'a': 0.9, 'e': 0.5411818066152029}",20,8,13.090107529281056,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.5406408953093166}",25,2,13.1207273784583,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.5401005246443706}",20,6,-29.529573832463957,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.5395606940799943}",25,12,-5.304949769176744,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.539021403076357}",25,0,-111.10742734335248,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
619,False,"{'a': 0.9, 'e': 0.5384826510941678}",20,0,10.198554012537182,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
620,False,"{'a': 0.9, 'e': 0.5379444375946745}",30,14,-49.339661335450074,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.5374067620396636}",35,17,12.975840595916608,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.5368696238914595}",25,16,-3.2873209227175284,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.5363330226129241}",30,0,-25.18846656233396,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
624,False,"{'a': 0.9, 'e': 0.535796957667456}",20,10,-4.908922667467632,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.5352614285189903}",20,0,-4.290016830123562,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.9, 'e': 0.5347264346319975}",25,0,-19.1475217483937,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
627,False,"{'a': 0.9, 'e': 0.5341919754714841}",30,16,-73.29752045033837,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
628,False,"{'a': 0.9, 'e': 0.5336580505029906}",25,8,-14.220686129672721,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.5331246591925921}",30,14,-8.508991607612295,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 0.5325918010068972}",20,4,-35.44209777188213,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.9, 'e': 0.5320594754130477}",20,0,-48.64725424993356,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
632,False,"{'a': 0.9, 'e': 0.5315276818787179}",25,0,-49.93759503710416,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
633,False,"{'a': 0.9, 'e': 0.5309964198721143}",35,26,5.6140688360300315,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 0.5304656888619749}",25,15,-4.624096299949359,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.5299354883175685}",20,0,-32.67812317214553,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
636,False,"{'a': 0.9, 'e': 0.5294058177086945}",20,0,-75.5232600947282,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
637,False,"{'a': 0.9, 'e': 0.5288766765056825}",20,0,-65.74882367477774,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
638,False,"{'a': 0.9, 'e': 0.528348064179391}",20,0,-4.081613589188066,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.5278199802012077}",25,0,-115.43245474165793,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
640,False,"{'a': 0.9, 'e': 0.5272924240430485}",20,5,-41.05197570396839,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
641,False,"{'a': 0.9, 'e': 0.5267653951773574}",25,0,-63.069745262698795,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
642,False,"{'a': 0.9, 'e': 0.5262388930771054}",20,0,-90.7768689112742,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
643,False,"{'a': 0.9, 'e': 0.5257129172157903}",25,0,-107.86866817130348,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
644,False,"{'a': 0.9, 'e': 0.5251874670674361}",20,0,-28.84197906827394,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
645,False,"{'a': 0.9, 'e': 0.5246625421065929}",20,0,-111.55270727736539,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
646,False,"{'a': 0.9, 'e': 0.5241381418083354}",20,13,-12.405979242076224,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.5236142656482635}",30,0,-119.18734702054856,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
648,False,"{'a': 0.9, 'e': 0.5230909131025008}",25,0,-54.03398986458403,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
649,False,"{'a': 0.9, 'e': 0.5225680836476948}",25,0,-24.229450908517336,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
650,False,"{'a': 0.9, 'e': 0.522045776761016}",30,0,-52.15732325476964,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
651,False,"{'a': 0.9, 'e': 0.5215239919201575}",20,0,-25.88269761313238,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
652,False,"{'a': 0.9, 'e': 0.5210027286033344}",20,0,-33.83728081581686,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
653,False,"{'a': 0.9, 'e': 0.5204819862892832}",20,0,7.3314670834324245,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
654,False,"{'a': 0.9, 'e': 0.5199617644572618}",25,0,-5.19776448206548,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
655,False,"{'a': 0.9, 'e': 0.5194420625870482}",20,10,-13.049090895159596,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.5189228801589404}",20,5,-33.18950220538379,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.5184042166537559}",20,0,-126.07605504277838,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
658,False,"{'a': 0.9, 'e': 0.5178860715528314}",20,0,-34.96372204711727,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
659,False,"{'a': 0.9, 'e': 0.5173684443380216}",20,5,-5.591392279256545,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.5168513344916992}",25,0,-82.94324712274208,"{0: 17, 1: 2, 2: 2, 3: 4, 4: 0}",0
661,False,"{'a': 0.9, 'e': 0.5163347414967544}",25,0,-44.634983030633684,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
662,False,"{'a': 0.9, 'e': 0.5158186648365941}",25,0,-7.392236627894922,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
663,False,"{'a': 0.9, 'e': 0.5153031039951417}",20,0,-19.578879710597626,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
664,False,"{'a': 0.9, 'e': 0.5147880584568362}",35,20,-24.01620934012656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.9, 'e': 0.5142735277066319}",20,0,-22.809930570061834,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
666,False,"{'a': 0.9, 'e': 0.5137595112299983}",20,0,-24.963762981697517,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
667,False,"{'a': 0.9, 'e': 0.5132460085129188}",35,8,-42.204266321727864,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.5127330190418905}",25,4,-12.471388869148074,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.512220542303924}",30,0,-56.76707861491107,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
670,False,"{'a': 0.9, 'e': 0.5117085777865424}",25,0,-50.21357258209113,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
671,False,"{'a': 0.9, 'e': 0.5111971249777814}",20,0,-101.62620281261728,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
672,False,"{'a': 0.9, 'e': 0.5106861833661879}",25,0,-137.76067155218158,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
673,False,"{'a': 0.9, 'e': 0.5101757524408203}",20,8,-1.1721260973565706,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.5096658316912476}",20,0,-9.787697524020533,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
675,False,"{'a': 0.9, 'e': 0.5091564206075492}",35,18,-33.972893540422014,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
676,False,"{'a': 0.9, 'e': 0.5086475186803137}",25,3,-79.46272595299178,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
677,False,"{'a': 0.9, 'e': 0.5081391254006393}",20,0,-30.556388560846674,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
678,False,"{'a': 0.9, 'e': 0.5076312402601327}",25,13,-4.289393295871087,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.5071238627509086}",20,8,-19.718327773044827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.9, 'e': 0.5066169923655895}",20,0,-26.572122431984866,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
681,False,"{'a': 0.9, 'e': 0.5061106285973052}",20,0,-32.55411255190714,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
682,False,"{'a': 0.9, 'e': 0.5056047709396915}",30,10,-72.80390089970402,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
683,False,"{'a': 0.9, 'e': 0.5050994188868908}",25,0,-108.886637752218,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
684,False,"{'a': 0.9, 'e': 0.5045945719335512}",20,0,-17.69596469554476,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.5040902295748255}",20,0,-10.946536543807001,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
686,False,"{'a': 0.9, 'e': 0.5035863913063714}",25,15,-40.14459929610747,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.9, 'e': 0.5030830566243506}",20,0,-66.84970950638812,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
688,False,"{'a': 0.9, 'e': 0.5025802250254283}",20,0,-47.554129085578474,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
689,False,"{'a': 0.9, 'e': 0.502077896006773}",25,7,-7.1251243148503605,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.5015760690660555}",25,11,-120.34708555109728,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 3}",1
691,False,"{'a': 0.9, 'e': 0.5010747437014489}",25,0,-39.385800825410996,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
692,False,"{'a': 0.9, 'e': 0.5005739194116277}",25,4,16.280869857270186,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.9, 'e': 0.5000735956957676}",30,0,-66.05998492614785,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
694,False,"{'a': 0.9, 'e': 0.4995737720535449}",30,11,-73.48179103747577,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
695,False,"{'a': 0.9, 'e': 0.49907444798513595}",30,0,-68.03151805099323,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
696,False,"{'a': 0.9, 'e': 0.4985756229912165}",20,9,-36.928021970522416,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
697,False,"{'a': 0.9, 'e': 0.4980772965729616}",25,0,-125.87508994915507,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
698,False,"{'a': 0.9, 'e': 0.4975794682320448}",20,0,-72.95960485217896,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
699,False,"{'a': 0.9, 'e': 0.4970821374706377}",25,3,13.181013216148628,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.9, 'e': 0.49658530379140947}",35,18,-7.68016626241307,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.49608896669752645}",20,1,2.8462197205032664,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.9, 'e': 0.4955931256926514}",20,15,1.5304155575153902,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.9, 'e': 0.4950977802809434}",20,0,18.510762169765208,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
704,False,"{'a': 0.9, 'e': 0.494602929967057}",25,18,11.399494487359878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.9, 'e': 0.4941085742561417}",35,0,-0.8574039247952328,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",0
706,False,"{'a': 0.9, 'e': 0.4936147126538418}",25,0,-59.59638642697927,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
707,False,"{'a': 0.9, 'e': 0.49312134466629576}",25,0,-41.47222809852997,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
708,False,"{'a': 0.9, 'e': 0.49262846980013547}",25,0,-72.58947828551105,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
709,False,"{'a': 0.9, 'e': 0.492136087562486}",25,16,-27.68467953413496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
710,False,"{'a': 0.9, 'e': 0.4916441974609651}",20,11,10.37743568520288,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.9, 'e': 0.49115279900368264}",20,0,5.371757852876515,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
712,False,"{'a': 0.9, 'e': 0.4906618916992401}",25,4,-16.951202413440406,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
713,False,"{'a': 0.9, 'e': 0.4901714750567302}",20,0,-37.707702000288954,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
714,False,"{'a': 0.9, 'e': 0.4896815485857362}",25,0,13.032831583756398,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
715,False,"{'a': 0.9, 'e': 0.48919211179633154}",20,15,-14.381405720826814,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
716,False,"{'a': 0.9, 'e': 0.4887031641990795}",30,9,1.7165993724601951,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
717,False,"{'a': 0.9, 'e': 0.4882147053050323}",30,7,13.10700566792624,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.9, 'e': 0.4877267346257312}",25,0,-23.083600010027666,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
719,False,"{'a': 0.9, 'e': 0.48723925167320525}",20,12,15.690229398308865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.9, 'e': 0.4867522559599717}",20,12,12.72128705616047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.9, 'e': 0.4862657469990346}",25,0,20.016602533691454,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
722,False,"{'a': 0.9, 'e': 0.485779724303885}",20,15,9.949459985027506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.9, 'e': 0.4852941873885002}",20,0,-15.048174419973718,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
724,False,"{'a': 0.9, 'e': 0.48480913576734325}",25,0,16.522001475399513,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
725,False,"{'a': 0.9, 'e': 0.48432456895536247}",25,0,-60.71768731354454,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
726,False,"{'a': 0.9, 'e': 0.483840486467991}",25,0,-3.217900903211262,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
727,False,"{'a': 0.9, 'e': 0.48335688782114633}",20,0,-20.528726981729207,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
728,False,"{'a': 0.9, 'e': 0.48287377253122976}",25,0,-34.23175136375338,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
729,False,"{'a': 0.9, 'e': 0.4823911401151259}",20,2,-11.854839954374565,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
730,False,"{'a': 0.9, 'e': 0.48190899009020244}",20,0,-39.325644055506615,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
731,False,"{'a': 0.9, 'e': 0.4814273219743092}",35,14,-26.01159825044991,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
732,False,"{'a': 0.9, 'e': 0.480946135285778}",20,15,1.6918550208842824,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.9, 'e': 0.48046542954342225}",35,13,-62.43685496011778,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
734,False,"{'a': 0.9, 'e': 0.479985204266536}",25,14,10.775581358761801,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.9, 'e': 0.4795054589748941}",25,17,-8.91005402471879,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
736,False,"{'a': 0.9, 'e': 0.4790261931887511}",30,4,0.8279680692013003,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
737,False,"{'a': 0.9, 'e': 0.4785474064288412}",25,4,-30.050557375586468,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
738,False,"{'a': 0.9, 'e': 0.4780690982163776}",25,1,-14.96909325313821,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
739,False,"{'a': 0.9, 'e': 0.4775912680730521}",25,0,-28.383020124597685,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
740,False,"{'a': 0.9, 'e': 0.4771139155210344}",20,0,3.1252897420382832,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
741,False,"{'a': 0.9, 'e': 0.47663704008297203}",25,0,-71.65701224912907,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
742,False,"{'a': 0.9, 'e': 0.4761606412819894}",20,10,2.5681591087887163,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.9, 'e': 0.4756847186416878}",25,13,-39.18687727845282,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
744,False,"{'a': 0.9, 'e': 0.47520927168614446}",20,0,-97.78566143576383,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
745,False,"{'a': 0.9, 'e': 0.4747342999399124}",25,0,-118.78874058272575,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
746,False,"{'a': 0.9, 'e': 0.4742598029280199}",25,11,-18.14460503174332,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
747,False,"{'a': 0.9, 'e': 0.4737857801759698}",25,0,-47.83589677200992,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
748,False,"{'a': 0.9, 'e': 0.4733122312097393}",30,0,-94.34154648363916,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
749,False,"{'a': 0.9, 'e': 0.47283915555577954}",25,0,-0.8383859337416553,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
750,False,"{'a': 0.9, 'e': 0.4723665527410147}",25,10,-11.066141931173387,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
751,False,"{'a': 0.9, 'e': 0.471894422292842}",30,20,16.047393911812524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.9, 'e': 0.4714227637391309}",20,14,6.402940373886977,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.9, 'e': 0.4709515766082228}",20,15,-3.3157872237371055,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.9, 'e': 0.47048086042893056}",25,7,-34.42166375570098,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
755,False,"{'a': 0.9, 'e': 0.47001061473053796}",25,18,-11.446759749048208,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
756,False,"{'a': 0.9, 'e': 0.46954083904279925}",20,0,-50.06028296052882,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
757,False,"{'a': 0.9, 'e': 0.4690715328959387}",20,10,4.699408063109983,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.9, 'e': 0.46860269582065023}",20,0,7.01993236518025,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
759,False,"{'a': 0.9, 'e': 0.4681343273480965}",20,0,-31.542184593390733,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
760,False,"{'a': 0.9, 'e': 0.46766642700990924}",30,7,-8.288688907001232,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
761,False,"{'a': 0.9, 'e': 0.4671989943381879}",30,0,-22.746299416246202,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
762,False,"{'a': 0.9, 'e': 0.46673202886549986}",25,9,-44.42745595253726,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
763,False,"{'a': 0.9, 'e': 0.46626553012487953}",30,17,8.091223603297234,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.9, 'e': 0.46579949764982825}",25,12,-12.642175971428454,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
765,False,"{'a': 0.9, 'e': 0.4653339309743134}",25,7,-0.34742520837947266,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
766,False,"{'a': 0.9, 'e': 0.46486882963276827}",20,5,-7.007502464198773,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
767,False,"{'a': 0.9, 'e': 0.46440419316009157}",20,0,-73.39249346285155,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
768,False,"{'a': 0.9, 'e': 0.4639400210916467}",20,12,-21.13796625735066,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
769,False,"{'a': 0.9, 'e': 0.4634763129632616}",25,0,-50.35573327323152,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
770,False,"{'a': 0.9, 'e': 0.46301306831122807}",25,6,-22.340540892984073,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
771,False,"{'a': 0.9, 'e': 0.4625502866723014}",25,8,-27.55939279300823,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
772,False,"{'a': 0.9, 'e': 0.4620879675837}",20,0,-30.305859983542614,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
773,False,"{'a': 0.9, 'e': 0.4616261105831047}",20,15,-1.9784311619324217,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.9, 'e': 0.4611647152086584}",20,0,-71.39768337079855,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
775,False,"{'a': 0.9, 'e': 0.4607037809989658}",25,6,7.700974376287655,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 0.9, 'e': 0.46024330749309256}",25,10,8.191106833502154,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.9, 'e': 0.4597832942305652}",25,7,27.72424212700982,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.9, 'e': 0.45932374075137034}",25,11,4.423185681349229,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.9, 'e': 0.4588646465959545}",20,0,-114.50668925131122,"{0: 15, 1: 0, 2: 0, 3: 3, 4: 2}",0
780,False,"{'a': 0.9, 'e': 0.4584060113052235}",25,11,12.530135481532332,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.9, 'e': 0.45794783442054204}",25,0,-94.5745667239935,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
782,False,"{'a': 0.9, 'e': 0.45749011548373314}",20,8,7.046971377586888,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.9, 'e': 0.4570328540370779}",20,5,-37.16298838467505,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
784,False,"{'a': 0.9, 'e': 0.4565760496233147}",30,9,-48.233914137315494,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
785,False,"{'a': 0.9, 'e': 0.4561197017856392}",25,8,23.39704464918383,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.9, 'e': 0.4556638100677035}",20,0,-13.274833592338632,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
787,False,"{'a': 0.9, 'e': 0.45520837401361586}",20,0,-2.0241904753996582,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
788,False,"{'a': 0.9, 'e': 0.45475339316794017}",20,0,-99.53553711204016,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
789,False,"{'a': 0.9, 'e': 0.4542988670756955}",20,0,7.513381506238183,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
790,False,"{'a': 0.9, 'e': 0.45384479528235583}",25,0,-25.646095574143587,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
