trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.9, 'e': 0.832768155737091}",20,0,-77.8326471351841,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.9, 'e': 0.8319358038266718}",25,0,-164.04011237280787,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
185,False,"{'a': 0.9, 'e': 0.8311042838521256}",20,0,-49.14871982755922,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
186,False,"{'a': 0.9, 'e': 0.8302735949819326}",20,0,-70.41354780515334,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
187,False,"{'a': 0.9, 'e': 0.8294437363854039}",20,0,-76.61717887838216,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
188,False,"{'a': 0.9, 'e': 0.8286147072326806}",20,0,-99.50029416245518,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
189,False,"{'a': 0.9, 'e': 0.8277865066947336}",25,13,-78.91512230704957,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
190,False,"{'a': 0.9, 'e': 0.8269591339433623}",30,0,-71.58985119334754,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.9, 'e': 0.8261325881511938}",20,0,-11.403632143088192,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.9, 'e': 0.8253068684916823}",20,0,-114.55776790289617,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
193,False,"{'a': 0.9, 'e': 0.8244819741391082}",25,0,-100.51966442632526,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
194,False,"{'a': 0.9, 'e': 0.8236579042685769}",20,0,-119.21125038980571,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
195,False,"{'a': 0.9, 'e': 0.8228346580560184}",30,0,-178.6935473863936,"{0: 16, 1: 1, 2: 11, 3: 0, 4: 2}",0
196,False,"{'a': 0.9, 'e': 0.8220122346781865}",20,0,-62.52325954328271,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
197,False,"{'a': 0.9, 'e': 0.821190633312658}",30,0,-185.21639942496594,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
198,False,"{'a': 0.9, 'e': 0.8203698531378311}",25,0,-128.831842323398,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
199,False,"{'a': 0.9, 'e': 0.8195498933329256}",20,0,-196.09384779182685,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
200,False,"{'a': 0.9, 'e': 0.8187307530779818}",30,0,-69.49805921389934,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.8179124315538594}",20,0,3.7273197823333817,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.9, 'e': 0.8170949279422366}",20,0,-45.4964583299906,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.9, 'e': 0.8162782414256099}",20,0,-71.1936308717607,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
204,False,"{'a': 0.9, 'e': 0.8154623711872927}",20,0,-28.35057175972049,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
205,False,"{'a': 0.9, 'e': 0.8146473164114145}",35,0,-73.75916627804057,"{0: 27, 1: 1, 2: 6, 3: 0, 4: 1}",0
206,False,"{'a': 0.9, 'e': 0.8138330762829207}",25,0,-40.58494668408643,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
207,False,"{'a': 0.9, 'e': 0.813019649987571}",25,0,-137.44489866500413,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
208,False,"{'a': 0.9, 'e': 0.812207036711939}",25,0,-92.4301435644743,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
209,False,"{'a': 0.9, 'e': 0.8113952356434114}",20,0,-61.238905101191285,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
210,False,"{'a': 0.9, 'e': 0.8105842459701871}",20,0,-69.12307405096648,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.9, 'e': 0.8097740668812763}",20,8,7.7638513267673295,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.8089646975664998}",25,0,-49.273079645458665,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
213,False,"{'a': 0.9, 'e': 0.8081561372164884}",30,0,-173.12518548347074,"{0: 16, 1: 6, 2: 4, 3: 2, 4: 2}",0
214,False,"{'a': 0.9, 'e': 0.8073483850226815}",25,12,-28.720271659693125,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
215,False,"{'a': 0.9, 'e': 0.8065414401773269}",35,0,-128.84771224865858,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
216,False,"{'a': 0.9, 'e': 0.8057353018734796}",20,0,-67.71145137631815,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
217,False,"{'a': 0.9, 'e': 0.8049299693050015}",30,18,-4.730669862543846,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.8041254416665596}",25,0,-106.12875421319772,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
219,False,"{'a': 0.9, 'e': 0.8033217181536265}",20,0,-96.7984594808857,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
220,False,"{'a': 0.9, 'e': 0.8025187979624785}",20,0,-65.87091706035189,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.9, 'e': 0.8017166802901953}",20,0,-123.54033578177079,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
222,False,"{'a': 0.9, 'e': 0.8009153643346592}",35,2,-42.211954352773155,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 1}",1
223,False,"{'a': 0.9, 'e': 0.8001148492945541}",20,0,-68.25263509768982,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.9, 'e': 0.7993151343693651}",20,11,2.2861924181105966,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.7985162187593771}",25,0,-61.86907051986445,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
226,False,"{'a': 0.9, 'e': 0.7977181016656743}",20,8,-2.892070733365982,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.7969207822901396}",25,0,-77.86741777154006,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
228,False,"{'a': 0.9, 'e': 0.7961242598354538}",30,0,-63.68422246808446,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.9, 'e': 0.7953285335050939}",20,0,-102.2137338405361,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
230,False,"{'a': 0.9, 'e': 0.794533602503334}",25,15,-38.564757662690184,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.9, 'e': 0.7937394660352427}",20,0,-68.94709754554479,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
232,False,"{'a': 0.9, 'e': 0.7929461233066837}",25,0,-137.38951640224283,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
233,False,"{'a': 0.9, 'e': 0.792153573524314}",20,0,-137.16028135615932,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
234,False,"{'a': 0.9, 'e': 0.7913618158955839}",20,9,-54.72162584013238,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.9, 'e': 0.7905708496287356}",20,0,-89.75057315740054,"{0: 12, 1: 5, 2: 0, 3: 2, 4: 1}",0
236,False,"{'a': 0.9, 'e': 0.7897806739328027}",30,0,-156.27367157550043,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
237,False,"{'a': 0.9, 'e': 0.7889912880176096}",20,0,-132.705666039791,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
238,False,"{'a': 0.9, 'e': 0.7882026910937704}",25,0,-112.49760512441395,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
239,False,"{'a': 0.9, 'e': 0.7874148823726879}",25,2,-44.17072747766875,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
240,False,"{'a': 0.9, 'e': 0.7866278610665535}",25,14,-17.595979263412413,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.7858416263883455}",25,0,-48.56762106816058,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
242,False,"{'a': 0.9, 'e': 0.7850561775518295}",30,14,-64.969578842611,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
243,False,"{'a': 0.9, 'e': 0.7842715137715565}",20,0,-139.4780240256759,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
244,False,"{'a': 0.9, 'e': 0.7834876342628625}",20,4,-1.6488519720094281,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.9, 'e': 0.7827045382418681}",35,19,-61.2801697850287,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
246,False,"{'a': 0.9, 'e': 0.7819222249254772}",25,0,-228.11587828734716,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 4}",0
247,False,"{'a': 0.9, 'e': 0.7811406935313765}",30,0,-133.77104855176285,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.7803599432780343}",25,1,-20.50114909608478,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.7795799733847004}",25,0,-98.31632694035378,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
250,False,"{'a': 0.9, 'e': 0.7788007830714049}",25,0,-99.6719288169293,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
251,False,"{'a': 0.9, 'e': 0.7780223715589573}",30,0,-40.3230035327609,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.7772447380689461}",30,0,-164.91943785028758,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",0
253,False,"{'a': 0.9, 'e': 0.7764678818237378}",30,1,-14.718319141400542,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.775691802046476}",25,3,-72.0248756604452,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
255,False,"{'a': 0.9, 'e': 0.774916497961081}",25,0,-17.185900271722566,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
256,False,"{'a': 0.9, 'e': 0.7741419687922484}",25,0,-83.93598781585099,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.9, 'e': 0.7733682137654491}",25,10,-106.072819372315,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 2}",1
258,False,"{'a': 0.9, 'e': 0.772595232106928}",20,14,12.165526358741108,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.7718230230437034}",20,14,-2.2847411764947134,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.7710515858035663}",25,0,-70.04055297685376,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
261,False,"{'a': 0.9, 'e': 0.7702809196150792}",20,0,-4.0892431760664465,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.9, 'e': 0.7695110237075758}",35,0,-198.73653591034832,"{0: 24, 1: 0, 2: 5, 3: 3, 4: 3}",0
263,False,"{'a': 0.9, 'e': 0.7687418973111603}",20,9,-28.953715461031944,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
264,False,"{'a': 0.9, 'e': 0.7679735396567061}",25,0,-13.444751866714268,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.9, 'e': 0.7672059499758557}",30,0,-43.54058476017037,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
266,False,"{'a': 0.9, 'e': 0.7664391275010192}",25,0,-53.026454169832924,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
267,False,"{'a': 0.9, 'e': 0.7656730714653739}",30,0,-71.36929767538044,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
268,False,"{'a': 0.9, 'e': 0.764907781102864}",25,0,-32.427005168555496,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
269,False,"{'a': 0.9, 'e': 0.764143255648199}",25,0,-99.27584461209067,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
270,False,"{'a': 0.9, 'e': 0.7633794943368531}",25,8,-0.614414422878395,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.7626164964050653}",25,0,-195.3323121770063,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
272,False,"{'a': 0.9, 'e': 0.7618542610898376}",25,4,-41.13324239628536,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.7610927876289343}",25,0,-108.29262181531269,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
274,False,"{'a': 0.9, 'e': 0.7603320752608821}",20,0,-80.14464233649802,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
275,False,"{'a': 0.9, 'e': 0.7595721232249685}",25,0,-40.906056526174766,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
276,False,"{'a': 0.9, 'e': 0.7588129307612413}",20,0,-123.12329962788525,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
277,False,"{'a': 0.9, 'e': 0.7580544971105083}",20,0,-36.32412146603702,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
278,False,"{'a': 0.9, 'e': 0.7572968215143355}",20,9,-9.386466420152933,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.7565399032150474}",20,15,1.5126803613915336,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.7557837414557255}",20,0,-10.927960567633551,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
281,False,"{'a': 0.9, 'e': 0.755028335480208}",20,0,-158.16338718939448,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
282,False,"{'a': 0.9, 'e': 0.754273684533089}",25,16,7.246952875743583,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.7535197878597172}",20,0,-24.653427375643172,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.9, 'e': 0.7527666447061963}",20,0,-154.5411943055988,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
285,False,"{'a': 0.9, 'e': 0.7520142543193826}",20,0,-63.93658963992154,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
286,False,"{'a': 0.9, 'e': 0.751262615946886}",25,14,-6.215746305685603,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.750511728837068}",20,0,-102.72997855054916,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
288,False,"{'a': 0.9, 'e': 0.7497615922390413}",25,0,-195.11610651218444,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
289,False,"{'a': 0.9, 'e': 0.7490122054026693}",25,0,-110.22263636728741,"{0: 13, 1: 1, 2: 10, 3: 1, 4: 0}",0
290,False,"{'a': 0.9, 'e': 0.7482635675785653}",20,9,-85.15442419028679,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
291,False,"{'a': 0.9, 'e': 0.747515678018091}",20,0,-37.710113175262045,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
292,False,"{'a': 0.9, 'e': 0.7467685359733571}",20,4,-3.253528058375109,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.7460221406972215}",35,0,-237.90116925438244,"{0: 23, 1: 1, 2: 4, 3: 3, 4: 4}",0
294,False,"{'a': 0.9, 'e': 0.7452764914432887}",30,0,-150.3371360860875,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
295,False,"{'a': 0.9, 'e': 0.7445315874659094}",20,0,-38.660698161624566,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
296,False,"{'a': 0.9, 'e': 0.7437874280201796}",25,0,-108.79812965989149,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
297,False,"{'a': 0.9, 'e': 0.7430440123619398}",25,8,-114.88477300499106,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 2}",1
298,False,"{'a': 0.9, 'e': 0.7423013397477743}",20,8,-3.0927316855404374,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.7415594094350105}",25,0,-23.887312297378266,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
300,False,"{'a': 0.9, 'e': 0.7408182206817179}",20,0,-61.9859077627367,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
301,False,"{'a': 0.9, 'e': 0.7400777727467076}",30,10,-52.66748916147054,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
302,False,"{'a': 0.9, 'e': 0.7393380648895319}",30,6,-94.95869478172028,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 1}",1
303,False,"{'a': 0.9, 'e': 0.7385990963704826}",30,0,-90.25858487459637,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",1
304,False,"{'a': 0.9, 'e': 0.7378608664505911}",35,18,-18.074299341622797,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.7371233743916278}",25,0,0.4509549880140522,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.9, 'e': 0.7363866194561001}",20,13,8.585659664476395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.7356506009072533}",20,0,-114.99331010566733,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
308,False,"{'a': 0.9, 'e': 0.7349153180090687}",30,0,-52.960967408100956,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
309,False,"{'a': 0.9, 'e': 0.7341807700262634}",20,0,-104.0546427682497,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
310,False,"{'a': 0.9, 'e': 0.7334469562242892}",25,0,-52.136281929281346,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
311,False,"{'a': 0.9, 'e': 0.7327138758693325}",25,0,-127.6481337855965,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
312,False,"{'a': 0.9, 'e': 0.7319815282283126}",20,0,-127.07143136968752,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
313,False,"{'a': 0.9, 'e': 0.731249912568882}",20,1,-105.94131890311891,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
314,False,"{'a': 0.9, 'e': 0.7305190281594249}",20,7,-69.48673574815611,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
315,False,"{'a': 0.9, 'e': 0.7297888742690568}",20,0,-15.851713044848953,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
316,False,"{'a': 0.9, 'e': 0.7290594501676237}",20,5,-20.731272614727626,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.7283307551257017}",25,0,-19.834004146482958,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
318,False,"{'a': 0.9, 'e': 0.7276027884145955}",20,0,-80.12500919920912,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
319,False,"{'a': 0.9, 'e': 0.7268755493063382}",25,10,-71.21305380135833,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
320,False,"{'a': 0.9, 'e': 0.7261490370736909}",25,4,-39.72821353422005,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.7254232509901412}",25,7,-15.955743846498054,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.7246981903299029}",30,12,-85.10031049232201,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 1}",1
323,False,"{'a': 0.9, 'e': 0.7239738543679153}",20,12,3.0168902342109867,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.7232502423798424}",20,10,-29.224125057418625,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.7225273536420722}",25,0,-190.30647580537493,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
326,False,"{'a': 0.9, 'e': 0.7218051874317158}",30,19,-9.310479064781555,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.721083743026607}",25,0,-165.4602917818126,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
328,False,"{'a': 0.9, 'e': 0.7203630197053014}",30,12,-7.682886374974424,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.7196430167470754}",20,8,-56.667078475160324,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
330,False,"{'a': 0.9, 'e': 0.7189237334319262}",25,16,-21.821990045321346,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.7182051690405703}",20,11,-6.636987506812572,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.7174873228544433}",30,0,-151.39257723009376,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
333,False,"{'a': 0.9, 'e': 0.716770194155699}",25,13,-56.975188906636625,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 1}",1
334,False,"{'a': 0.9, 'e': 0.7160537822272085}",25,0,-136.653623577401,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
335,False,"{'a': 0.9, 'e': 0.7153380863525599}",20,6,-73.6028051330353,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
336,False,"{'a': 0.9, 'e': 0.7146231058160573}",20,0,-91.78157820147659,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
337,False,"{'a': 0.9, 'e': 0.71390883990272}",20,0,-93.68794878248987,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
338,False,"{'a': 0.9, 'e': 0.7131952878982822}",25,0,-61.82515315134374,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
339,False,"{'a': 0.9, 'e': 0.7124824490891918}",25,0,-92.96684303731247,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
340,False,"{'a': 0.9, 'e': 0.7117703227626097}",25,0,-112.63832285429856,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
341,False,"{'a': 0.9, 'e': 0.7110589082064097}",20,0,-149.25375267846914,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
342,False,"{'a': 0.9, 'e': 0.7103482047091773}",25,0,-50.76709626926521,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
343,False,"{'a': 0.9, 'e': 0.7096382115602087}",20,0,-112.3947731647664,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
344,False,"{'a': 0.9, 'e': 0.7089289280495107}",25,0,-95.8652724890664,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
345,False,"{'a': 0.9, 'e': 0.7082203534678}",35,0,-90.01546203650912,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
346,False,"{'a': 0.9, 'e': 0.7075124871065016}",20,5,-7.356275234324523,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.7068053282577494}",20,6,-70.23753140151956,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
348,False,"{'a': 0.9, 'e': 0.7060988762143844}",20,3,-71.34603667911887,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
349,False,"{'a': 0.9, 'e': 0.7053931302699543}",20,4,-2.121152875322976,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.7046880897187134}",25,0,-175.61015016611756,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
351,False,"{'a': 0.9, 'e': 0.703983753855621}",20,12,2.0939030877970954,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.7032801219763409}",20,0,-64.41979226132241,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
353,False,"{'a': 0.9, 'e': 0.7025771933772416}",20,1,-33.18256119197439,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.701874967355394}",35,19,-91.61760003352751,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
355,False,"{'a': 0.9, 'e': 0.7011734432085724}",20,0,-38.558670943259855,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
356,False,"{'a': 0.9, 'e': 0.7004726202352524}",20,0,-121.30713112028967,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
357,False,"{'a': 0.9, 'e': 0.699772497734611}",25,13,-6.656787349894273,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.6990730750065257}",25,0,-123.11612309468514,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
359,False,"{'a': 0.9, 'e': 0.6983743513515736}",20,0,-34.76989838524785,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
360,False,"{'a': 0.9, 'e': 0.697676326071031}",20,0,-38.15761991816053,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
361,False,"{'a': 0.9, 'e': 0.6969789984668727}",25,0,-54.875886355648184,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
362,False,"{'a': 0.9, 'e': 0.696282367841771}",20,0,-3.047620227381695,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
363,False,"{'a': 0.9, 'e': 0.6955864334990951}",25,3,-40.89508951291928,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
364,False,"{'a': 0.9, 'e': 0.6948911947429106}",25,0,-94.08925940575023,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
365,False,"{'a': 0.9, 'e': 0.6941966508779789}",30,0,-70.62194607152458,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
366,False,"{'a': 0.9, 'e': 0.6935028012097558}",20,0,-111.00379612625535,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
